source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link,address_source,metro_distance_km,metro_source,distance_to_center_km,distance_to_mkad_km,distance_to_school_km,distance_to_kindergarten_km,distance_to_clinic_km,distance_to_mall_km,price_per_m2,floor_ratio,house_age,has_metro_near,district_cluster,is_synthetic,augmentation_copy
3k,25500000.0,97.1,3.0,7.0,25.0,"ароматный мир, 11 к1, улица никитина, первый московский, филимонковский район, московский, москва, центральный федеральный округ, 142784, россия",55.603644,37.372683,Филатов луг,27.0,15.0,без отделки,монолитные,2002.0,2.68,не угловая,unknown,11к1,детская площадка,unknown,нет,https://msk.etagi.com/realty/12261453/,geo,2.23,geo_recomputed,22.47,6.72,0.1,0.22,0.89,1.0,262615.8599382081,0.28,24.0,0.0,5,0,0
all-vostochnoe-izmailovo,5350000.0,77.9,3.0,2.0,5.0,"москва, ул. средняя первомайская, 48к2 (21 км до центра)",55.794644,37.816837,Первомайская,13.0,,косметический ремонт,кирпичные,1956.0,2.68,не угловая,unknown,48к2,двор,наземный паркинг,нет,https://msk.etagi.com/realty/9682760/,raw,1.09,geo_recomputed,13.44,1.49,0.15,0.13,0.32,0.28,68677.7920410783,0.4,70.0,1.0,4,0,0
all,17000000.0,28.6,1.0,21.0,22.0,"москва, ул. волоколамское шоссе, 71/22",55.821927,37.438619,Тушинская,5.0,8.0,unknown,монолитные,2002.0,2.68,не угловая,unknown,71/22,детская площадка,unknown,нет,https://msk.etagi.com/realty/12581500/,raw,0.41,geo_recomputed,13.51,2.84,0.76,0.39,0.49,0.35,594405.5944055944,0.9545454545454546,24.0,1.0,16,0,0
all,12000000.0,36.3,1.0,5.0,22.0,"жилой комплекс «эко бунино», квартал 195, посёлок подсобного хозяйства «воскресенское», район коммунарка, москва, центральный федеральный округ, 142791, россия",55.543068,37.454375,Новомосковская (Коммунарка),25.0,10.0,чистовая отделка,монолитно-кирпичный,2002.0,2.68,не угловая,unknown,14.1,детская площадка,unknown,нет,https://msk.etagi.com/realty/12445890/,geo,2.06,geo_recomputed,25.36,6.91,1.23,0.31,1.5,0.58,330578.5123966942,0.2272727272727272,24.0,0.0,5,0,0
all,15800000.0,44.0,1.0,7.0,13.0,"москва, ул. перовская, 66к7 (19 км до центра)",55.743461,37.804224,Кусково,8.0,10.0,косметический ремонт,панельные,2002.0,2.64,не угловая,"пассажирский, грузовой",66к7,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12442353/,raw,0.7,geo_recomputed,11.84,2.35,0.07,0.05,0.64,0.23,359090.9090909091,0.5384615384615384,24.0,1.0,4,0,0
all,10750000.0,20.0,0.0,9.0,25.0,"москва, ул. люблинская, 80к5",55.660785,37.731919,Перерва,12.0,9.0,косметический ремонт,монолитные,2002.0,2.64,не угловая,unknown,80к5,двор,наземный паркинг,нет,https://msk.etagi.com/realty/11780766/,raw,0.98,geo_recomputed,12.51,5.64,0.35,0.27,0.93,0.26,537500.0,0.36,24.0,1.0,20,0,0
all,17000000.0,34.2,1.0,3.0,16.0,"москва, ул. таможенный проезд, 8к2 (3 км до центра)",55.751062,37.680418,Серп и Молот,4.0,9.7,евроремонт,железобетонные панели,2002.0,2.68,не угловая,unknown,8к2,детская площадка,unknown,нет,https://msk.etagi.com/realty/12428024/,raw,0.35,geo_recomputed,4.06,10.14,0.09,0.18,0.17,0.51,497076.0233918128,0.1875,24.0,1.0,13,0,0
all-kuzminki,25500000.0,68.7,2.0,3.0,12.0,"москва, ул. жигулёвская, 12а",55.710372,37.758707,Кузьминки,7.0,10.0,косметический ремонт,монолитные,2025.0,2.7,не угловая,unknown,12а,детская площадка,unknown,нет,https://msk.etagi.com/realty/12584029/,raw,0.61,geo_recomputed,10.1,4.66,0.11,0.16,0.38,0.39,371179.03930131,0.25,1.0,1.0,23,0,0
1k,13250000.0,41.0,1.0,17.0,17.0,"москва, ул. ухтомского ополчения, 1 (20 км до центра)",55.700958,37.924509,Некрасовка,3.0,10.0,косметический ремонт,панельные,2013.0,2.5,не угловая,"пассажирский, грузовой",1,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12252429/,raw,0.25,geo_recomputed,20.17,5.61,0.19,0.1,0.37,0.27,323170.73170731706,1.0,13.0,1.0,22,0,0
all,23450000.0,64.0,3.0,10.0,12.0,"москва, ул. ереванская, 26к1",55.627925,37.676987,Царицыно,11.0,9.0,unknown,блочные,1968.0,2.64,не угловая,"пассажирский, грузовой",26к1,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12235159/,raw,0.9,geo_recomputed,14.34,5.19,0.2,0.32,0.14,0.22,366406.25,0.8333333333333334,58.0,1.0,20,0,0
all,17950000.0,53.3,2.0,3.0,16.0,"москва, ул. красноярская, 1",55.816404,37.834965,Щелковская,29.0,9.1,unknown,панели железобетонные,1980.0,2.64,не угловая,unknown,1,детская площадка,unknown,нет,https://msk.etagi.com/realty/12156847/,raw,2.4,geo_recomputed,15.46,0.21,0.22,0.29,0.37,0.33,336772.9831144466,0.1875,46.0,0.0,24,0,0
all,13100000.0,45.0,1.0,10.0,15.0,"12б, центральная улица, посёлок воскресенское, посёлок подсобного хозяйства «воскресенское», посёлок подсобного хозяйства ""воскресенское"", москва, центральный федеральный округ, 108803, россия",55.524802,37.444856,Новомосковская (Коммунарка),50.0,12.0,евроремонт,монолитные,2008.0,2.9,не угловая,"пассажирский, грузовой",12б,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12469001/,geo,4.17,geo_recomputed,27.46,8.97,0.24,0.86,0.24,0.22,291111.1111111111,0.6666666666666666,18.0,0.0,5,0,0
all-vostochnii,9400000.0,54.0,2.0,15.0,25.0,"ozon, 9, улица яганова, жилой комплекс «пехра», пехра-никольское, балашиха, городской округ балашиха, московская область, центральный федеральный округ, 143909, россия",55.834987,37.956974,Салтыковская,106.0,10.4,косметический ремонт — свежий,монолитные,2002.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10860502/,geo,8.84,geo_recomputed,23.24,7.64,5.9,5.86,6.43,5.54,174074.07407407407,0.6,24.0,0.0,21,0,0
all-khoroshevo-mnevniki,31000000.0,54.35,1.0,21.0,54.0,"лукойл, 3-й силикатный проезд, первый автокомбинат, район хорошёво-мнёвники, москва, центральный федеральный округ, 123308, россия",55.773732,37.507249,Хорошево,5.0,21.0,без отделки,монолитно-кирпичный,2002.0,3.0,не угловая,"пассажирский, пассажирский и грузовой",,двор,подземный паркинг,нет,https://msk.etagi.com/realty/12547253/,geo,0.39,geo_recomputed,7.19,8.3,0.74,0.75,0.59,0.08,570377.1849126035,0.3888888888888889,24.0,1.0,10,0,0
all,11400000.0,32.0,1.0,11.0,18.0,"москва, ул. берёзовая аллея, 19к2 (10 км до центра)",55.849504,37.623196,Ботанический сад,13.0,10.0,предчистовая отделка,монолитно-кирпичный,2023.0,2.8,не угловая,unknown,19к2,двор,"наземный паркинг, подземный паркинг",есть,https://msk.etagi.com/realty/10238499/,raw,1.06,geo_recomputed,10.83,5.46,0.53,0.2,0.39,0.24,356250.0,0.6111111111111112,3.0,1.0,1,0,0
all,21999000.0,80.0,3.0,2.0,14.0,"москва, ул. головачёва, 27",55.672666,37.820915,Котельники,28.0,12.0,ремонт по дизайн-проекту,панельные,2005.0,2.68,не угловая,unknown,27,детская площадка,unknown,нет,https://msk.etagi.com/realty/10421159/,raw,2.34,geo_recomputed,15.61,0.92,0.73,0.87,1.05,0.53,274987.5,0.1428571428571428,21.0,0.0,18,0,0
all-yakimanka,147000000.0,81.6,1.0,5.0,7.0,"москва, ул. большая полянка, 44",55.732818,37.617842,Октябрьская,4.0,44.0,unknown,монолитно-кирпичный,2019.0,2.68,не угловая,unknown,44,детская площадка,unknown,нет,https://msk.etagi.com/realty/11746810/,raw,0.36,geo_recomputed,2.16,13.69,0.16,0.01,0.08,0.25,1801470.5882352944,0.7142857142857143,7.0,1.0,8,0,0
all,19000000.0,61.6,2.0,4.0,19.0,"цкс «сколково», сколковское шоссе, можайский район, москва, центральный федеральный округ, 143085, россия",55.701707,37.391995,Немчиновка,23.0,14.5,черновая отделка,монолитные,2023.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/4240730/,geo,1.9,geo_recomputed,15.09,0.35,0.82,0.77,0.64,0.64,308441.55844155845,0.2105263157894736,3.0,0.0,11,0,0
all,18300000.0,44.2,2.0,1.0,5.0,"москва, ул. проезд донелайтиса, 26 (16 км до центра)",55.845021,37.42121,Сходненская,16.0,6.0,unknown,кирпичные,2002.0,2.68,не угловая,unknown,26,детская площадка,unknown,нет,https://msk.etagi.com/realty/12433811/,raw,1.31,geo_recomputed,15.94,1.7,0.29,0.19,0.17,0.25,414027.1493212669,0.2,24.0,0.0,16,0,0
all-krylatskoe,19500000.0,58.0,2.0,1.0,17.0,"москва, ул. крылатская, 31к1 (25 км до центра)",55.771089,37.408921,Крылатское,19.0,10.0,косметический ремонт,панельные,1986.0,2.64,не угловая,"пассажирский, грузовой",31к1,двор,unknown,есть,https://msk.etagi.com/realty/11873834/,raw,1.58,geo_recomputed,13.1,2.46,0.26,0.37,0.63,0.17,336206.8965517241,0.0588235294117647,40.0,0.0,11,0,0
all,28700000.0,66.7,3.0,5.0,14.0,"москва, ул. гарибальди, 10к4",55.672783,37.536014,Новаторская,12.0,8.3,современный ремонт,кирпичные,1978.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/625797/,raw,1.03,geo_recomputed,10.14,6.08,0.15,0.08,0.25,0.27,430284.8575712144,0.3571428571428571,48.0,1.0,3,0,0
all,20200000.0,41.0,1.0,18.0,22.0,"москва, ул. малая филёвская, 22 (19 км до центра)",55.736615,37.466009,Пионерская,1.0,8.0,евроремонт,монолитные,2018.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/9025986/,raw,0.08,geo_recomputed,9.52,5.53,0.23,0.13,0.35,0.09,492682.9268292683,0.8181818181818182,8.0,1.0,15,0,0
all,34000000.0,75.0,2.0,5.0,5.0,"москва, ул. короленко, 1к2",55.797974,37.68897,Сокольники,12.0,6.0,современный ремонт,кирпичные,1960.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/681058/,raw,0.99,geo_recomputed,6.85,8.49,0.29,0.19,0.25,0.1,453333.3333333333,1.0,66.0,1.0,13,0,0
all,13450000.0,37.6,2.0,2.0,9.0,"москва, ул. измайловский проспект, 115а (20 км до центра)",55.789254,37.812758,Первомайская,12.0,6.0,требует ремонта / частичный ремонт,блочные,1972.0,2.5,угловая,"пассажирский, грузовой",115а,двор,наземный паркинг,есть,https://msk.etagi.com/realty/12628204/,raw,1.01,geo_recomputed,13.0,1.78,0.05,0.41,0.29,0.44,357712.76595744677,0.2222222222222222,54.0,1.0,4,0,0
all-lianozovo,22200000.0,54.8,2.0,21.0,25.0,"москва, ул. илимская, 1вк1 (15 км до центра)",55.89082,37.570483,Бескудниково,11.0,9.0,косметический ремонт,железо-бетон,2002.0,2.7,не угловая,грузовой,1вк1,двор,наземный паркинг,есть,https://msk.etagi.com/realty/12503738/,raw,0.92,geo_recomputed,15.67,2.16,0.2,0.35,0.5,0.38,405109.4890510949,0.84,24.0,1.0,6,0,0
all,19600000.0,56.28,2.0,7.0,17.0,"11, 4-я улица лесные поляны, кп «лесные поляны», газопровод, москва, центральный федеральный округ, 108814, россия",55.586583,37.463089,Прокшино,17.0,17.22,требует ремонта / частичный ремонт,монолитные,2026.0,2.8,не угловая,"пассажирский, грузовой",2,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12587275/,geo,1.42,geo_recomputed,20.75,3.01,0.56,0.46,0.7,0.63,348258.70646766166,0.4117647058823529,0.0,0.0,12,0,0
all-biryulevo-zapad,15700000.0,60.2,3.0,7.0,9.0,"москва, ул. востряковский проезд, 21к3 (20 км до центра)",55.576808,37.651699,Битца,31.0,6.0,косметический ремонт,панели железобетонные,2002.0,2.68,не угловая,unknown,21к3,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12468484/,raw,2.61,geo_recomputed,19.63,0.43,0.2,0.1,0.46,0.24,260797.34219269105,0.7777777777777778,24.0,0.0,18,0,0
all-ramenki,34000000.0,43.7,2.0,11.0,14.0,"москва, ул. проспект генерала дорохова, 39к2м (9 км до центра)",55.714977,37.49771,Минская,12.0,10.0,евроремонт,монолитные,2002.0,2.68,не угловая,unknown,39к2м,детская площадка,unknown,нет,https://msk.etagi.com/realty/10885177/,raw,0.99,geo_recomputed,8.46,5.96,1.02,0.94,0.83,1.07,778032.0366132723,0.7857142857142857,24.0,1.0,10,0,0
all,24200000.0,41.3,1.0,10.0,30.0,"11к3, набережная марка шагала, даниловский район, москва, центральный федеральный округ, 115191, россия",55.687518,37.639842,ЗИЛ,15.0,20.0,чистовая отделка,монолитно-кирпичный,2002.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/9250421/,geo,1.25,geo_recomputed,7.35,11.8,0.68,0.14,1.27,0.85,585956.416464891,0.3333333333333333,24.0,1.0,2,0,0
all-khoroshevo-mnevniki,18700000.0,37.8,1.0,15.0,17.0,"москва, ул. проспект маршала жукова, 70к1",55.779722,37.455408,Народное Ополчение,23.0,8.4,евроремонт,панели железобетонные,2002.0,2.6,не угловая,"пассажирский и грузовой, пассажирский",70к1,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12647179/,raw,1.9,geo_recomputed,10.48,5.08,0.12,0.22,0.19,0.41,494708.9947089947,0.8823529411764706,24.0,0.0,11,0,0
