source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link,address_source,metro_distance_km,metro_source,distance_to_center_km,distance_to_mkad_km,distance_to_school_km,distance_to_kindergarten_km,distance_to_clinic_km,distance_to_mall_km,price_per_m2,floor_ratio,house_age,has_metro_near,geo_generation_cluster
all,20000000.0,43.9,2.0,7.0,26.0,"москва, ул. шоссе энтузиастов, 86ак2",55.764014,37.798268,Новогиреево,20.0,4.0,евроремонт,монолитные,2002.0,2.64,не угловая,unknown,86ак2,двор,unknown,нет,https://msk.etagi.com/realty/12593561/,raw,1.66,geo_recomputed,11.5,2.79,0.6,0.54,0.19,0.37,455580.86560364463,0.2692307692307692,24.0,0,24
all,11000000.0,35.0,1.0,10.0,14.0,"москва, ул. головачёва, 5к1",55.67459,37.806129,Люблино,34.0,9.5,требует ремонта / частичный ремонт,блочные,1972.0,2.64,не угловая,"пассажирский, грузовой",5к1,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12593870/,raw,2.8,geo_recomputed,14.73,1.78,0.21,0.13,0.13,0.08,314285.71428571426,0.7142857142857143,54.0,0,12
all,24440000.0,50.0,2.0,14.0,25.0,"москва, ул. академика скрябина, 6 (18 км до центра)",55.71518,37.796104,Рязанский проспект,3.0,9.0,unknown,панельные,2002.0,2.68,не угловая,"пассажирский, грузовой",6,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12594039/,raw,0.24,geo_recomputed,12.03,2.56,0.21,0.15,0.31,0.12,488800.0,0.56,24.0,1,12
all,18600000.0,50.1,2.0,6.0,25.0,"1 к3, квартал №100, район кунцево, москва, центральный федеральный округ, 121500, россия",55.803757,37.351105,Павшино,17.0,12.0,косметический ремонт,кирпичные,2002.0,2.7,не угловая,unknown,1к3,двор,подземный паркинг,нет,https://msk.etagi.com/realty/12594222/,geo,1.41,geo_recomputed,17.51,1.93,0.41,0.31,1.88,2.09,371257.4850299401,0.24,24.0,0,2
all,10800000.0,25.0,0.0,2.0,10.0,"москва, ул. подъёмная, 14с37 (6 км до центра)",55.742448,37.707521,Калитники,12.0,5.0,косметический ремонт,монолитные,2002.0,3.0,не угловая,пассажирский,14с37,двор,"гостевой паркинг, наземный паркинг, парковка во дворе",нет,https://msk.etagi.com/realty/12594248/,raw,1.0,geo_recomputed,5.85,8.4,0.39,0.53,0.21,0.56,432000.0,0.2,24.0,1,18
all,25990000.0,69.2,3.0,2.0,5.0,"москва, ул. краснопрудная, 22а",55.77791,37.664788,Красносельская,3.0,8.0,без отделки,кирпичные,1930.0,2.64,не угловая,"пассажирский, грузовой",22а,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12594392/,raw,0.25,geo_recomputed,4.2,11.12,0.34,0.29,0.34,0.19,375578.0346820809,0.4,96.0,1,1
all,20600000.0,34.3,1.0,8.0,30.0,"москва, ул. николая озерова, 8к1 (13 км до центра)",55.814937,37.430453,Спартак,6.0,17.7,черновая отделка,монолитные,2024.0,2.68,не угловая,unknown,8к1,двор,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/12594413/,raw,0.47,geo_recomputed,13.52,2.46,0.26,0.55,0.19,0.62,600583.0903790088,0.2666666666666666,2.0,1,2
all,16500000.0,40.1,1.0,9.0,23.0,"москва, ул. старокрымская, 15к1 (19 км до центра)",55.557948,37.557268,Бутово,13.0,14.2,евроремонт,монолитные,2017.0,2.7,не угловая,"пассажирский, грузовой",15к1,двор,"наземный паркинг, подземный паркинг",есть,https://msk.etagi.com/realty/12587627/,raw,1.08,geo_recomputed,21.91,2.74,0.15,0.3,0.77,0.8,411471.3216957606,0.391304347826087,9.0,1,8
all,17300000.0,48.7,2.0,5.0,11.0,"москва, ул. 6-я радиальная, 3к9",55.604748,37.664024,Царицыно,18.0,10.0,unknown,монолитные,2013.0,2.64,не угловая,"пассажирский, грузовой",3к9,двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12587782/,raw,1.54,geo_recomputed,16.67,3.5,0.72,0.22,0.26,0.41,355236.1396303901,0.4545454545454545,13.0,0,13
all,33000000.0,78.8,3.0,13.0,32.0,"москва, ул. руставели, 14/1с1 (7 км до центра)",55.811857,37.59515,Бутырская ,6.0,19.5,чистовая отделка,панельные,2002.0,2.76,не угловая,unknown,14/1с1,детская площадка,unknown,нет,https://msk.etagi.com/realty/12587855/,raw,0.5,geo_recomputed,6.76,9.96,0.35,0.38,0.39,0.54,418781.7258883249,0.40625,24.0,1,6
all,18000000.0,58.7,2.0,7.0,12.0,"москва, ул. академика понтрягина, 25",55.532126,37.501618,Бунинская аллея,13.0,12.9,косметический ремонт,панельные,2006.0,2.64,не угловая,"пассажирский, грузовой",25,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12587870/,raw,1.11,geo_recomputed,25.5,6.75,0.15,0.07,1.06,0.23,306643.95229982963,0.5833333333333334,20.0,1,8
all,23650000.0,75.1,3.0,14.0,14.0,"москва, ул. новомарьинская, 12/12к1 (13 км до центра)",55.652705,37.754413,Марьино,9.0,10.0,косметический ремонт,панельные,1995.0,2.64,не угловая,"пассажирский, грузовой",12/12к1,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12588911/,raw,0.77,geo_recomputed,14.07,3.98,0.22,0.02,0.11,0.27,314913.44873502,1.0,31.0,1,17
all,22000000.0,38.0,1.0,14.0,29.0,"москва, ул. отрадная, 4а",55.857712,37.60614,Отрадное,9.0,10.0,без отделки,другое,2002.0,3.0,не угловая,unknown,4а,детская площадка,unknown,нет,https://msk.etagi.com/realty/12589191/,raw,0.73,geo_recomputed,11.75,4.87,0.3,0.2,0.23,0.15,578947.3684210526,0.4827586206896552,24.0,1,9
all,24000000.0,36.2,1.0,16.0,24.0,"москва, ул. новаторов, 6 (11 км до центра)",55.668396,37.523339,Новаторская,4.0,9.0,косметический ремонт,монолитно-кирпичный,2002.0,2.7,не угловая,"пассажирский, грузовой",6,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12589298/,raw,0.34,geo_recomputed,10.97,5.14,0.23,0.02,0.53,0.13,662983.4254143646,0.6666666666666666,24.0,1,15
all,7500000.0,32.6,1.0,5.0,9.0,"москва, ул. главная, 19а (27 км до центра)",55.821087,37.868445,Щелковская,55.0,9.0,косметический ремонт,панельные,1974.0,2.64,не угловая,пассажирский,19а,двор,наземный паркинг,есть,https://msk.etagi.com/realty/12590019/,raw,4.56,geo_recomputed,17.57,1.91,0.18,0.34,0.71,0.09,230061.3496932515,0.5555555555555556,52.0,0,11
all,25000000.0,74.9,3.0,10.0,16.0,"москва, ул. скобелевская, 21 (20 км до центра)",55.546735,37.55734,Бутово,2.0,9.0,косметический ремонт,панельные,2002.0,2.7,не угловая,"пассажирский, грузовой",21,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12590036/,raw,0.2,geo_recomputed,23.14,3.88,0.19,0.16,0.29,0.17,333778.3711615487,0.625,24.0,1,8
all,25000000.0,59.0,2.0,7.0,24.0,"москва, ул. промышленный проезд, 4",55.742078,37.507412,Фили,6.0,11.0,евроремонт,арбоблок,2002.0,2.68,не угловая,unknown,4,парковка,подземный паркинг,нет,https://msk.etagi.com/realty/12590165/,raw,0.51,geo_recomputed,6.86,8.12,0.48,0.27,0.42,0.21,423728.8135593221,0.2916666666666667,24.0,1,10
all,15800000.0,38.0,2.0,5.0,5.0,"москва, ул. коминтерна, 46 (14 км до центра)",55.871572,37.691297,Бабушкинская,20.0,9.0,косметический ремонт,кирпичные,2002.0,2.68,не угловая,"пассажирский, грузовой",46,двор,unknown,нет,https://msk.etagi.com/realty/12590294/,raw,1.68,geo_recomputed,14.09,2.33,0.15,0.08,0.82,0.66,415789.4736842105,1.0,24.0,0,9
all,18000000.0,40.0,1.0,4.0,22.0,"москва, ул. 3-я гражданская, 21",55.812423,37.707754,Бульвар Рокоссовского,19.0,9.0,косметический ремонт,монолитно-кирпичный,2002.0,6.0,не угловая,пассажирский,21,двор,unknown,есть,https://msk.etagi.com/realty/12581072/,raw,1.55,geo_recomputed,8.83,6.51,0.42,0.2,0.2,0.09,450000.0,0.1818181818181818,24.0,0,7
all,11780000.0,38.9,1.0,1.0,12.0,"москва, ул. проходчиков, 10к2 (15 км до центра)",55.875679,37.724338,Бабушкинская,45.0,8.6,косметический ремонт,панельные,1981.0,2.68,не угловая,пассажирский,10к2,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12581428/,raw,3.78,geo_recomputed,15.32,0.61,0.15,0.24,0.2,0.15,302827.763496144,0.0833333333333333,45.0,0,9
all,17000000.0,28.6,1.0,21.0,22.0,"москва, ул. волоколамское шоссе, 71/22",55.821927,37.438619,Тушинская,5.0,8.0,unknown,монолитные,2002.0,2.68,не угловая,unknown,71/22,детская площадка,unknown,нет,https://msk.etagi.com/realty/12581500/,raw,0.41,geo_recomputed,13.51,2.84,0.76,0.39,0.49,0.35,594405.5944055944,0.9545454545454546,24.0,1,2
all,7500000.0,27.2,0.0,10.0,26.0,"74 к2, люблинская улица, район люблино, москва, центральный федеральный округ, 109387, россия",55.665528,37.734192,Депо,12.0,9.0,черновая отделка,железо-бетон,2002.0,2.68,не угловая,unknown,72 к 11,детская площадка,unknown,нет,https://msk.etagi.com/realty/12582125/,geo,1.04,geo_recomputed,12.17,5.88,0.78,0.17,1.05,0.6,275735.29411764705,0.3846153846153846,24.0,1,17
all,15499999.0,38.2,2.0,22.0,23.0,"вбрр, мкад, 26-й километр, район бирюлёво восточное, москва, центральный федеральный округ, 115598, россия",55.584619,37.705005,Домодедовская,35.0,5.2,черновая отделка,монолитно-кирпичный,2002.0,2.68,не угловая,unknown,2,детская площадка,unknown,нет,https://msk.etagi.com/realty/12582348/,geo,2.94,geo_recomputed,19.46,0.21,0.48,0.6,0.9,0.92,405759.1361256545,0.9565217391304348,24.0,0,13
all,13900000.0,40.0,2.0,5.0,5.0,"москва, ул. авангардная, 14 (18 км до центра)",55.847437,37.491305,Водный стадион,12.0,6.0,евроремонт,кирпичные,2002.0,3.0,не угловая,пассажирский,14,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12582410/,raw,0.97,geo_recomputed,13.13,4.26,0.32,0.26,0.3,0.41,347500.0,1.0,24.0,1,21
all,16200000.0,37.5,1.0,9.0,10.0,"москва, ул. тайнинская, 9к1",55.881631,37.6835,Медведково,19.0,24.0,unknown,монолитно-кирпичный,2022.0,2.6,не угловая,"пассажирский, грузовой",9к1,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12582609/,raw,1.55,geo_recomputed,15.0,1.46,0.37,0.3,0.37,0.47,432000.0,0.9,4.0,0,9
all,17600000.0,73.3,3.0,8.0,16.0,"москва, ул. ленинский проспект, 123к1 (19 км до центра)",55.646406,37.482592,Тропарево,8.0,10.3,косметический ремонт,блочные,1985.0,2.68,не угловая,"пассажирский, грузовой",123к1,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12582755/,raw,0.64,geo_recomputed,14.42,1.65,0.24,0.17,0.16,0.1,240109.14051841747,0.5,41.0,1,15
all,19000000.0,44.0,2.0,5.0,5.0,"москва, ул. проезд черепановых, 20",55.838031,37.519081,Коптево,2.0,6.0,евроремонт,кирпичные,1959.0,3.0,не угловая,unknown,20,двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12582905/,raw,0.19,geo_recomputed,11.29,5.91,0.45,0.63,0.4,0.37,431818.1818181818,1.0,67.0,1,21
all,18000000.0,52.0,2.0,6.0,9.0,"москва, ул. молостовых, 8к1",55.763118,37.830078,Новогиреево,19.0,10.0,евроремонт,панельные,2002.0,2.64,не угловая,unknown,8к1,детская площадка,unknown,нет,https://msk.etagi.com/realty/12582934/,raw,1.55,geo_recomputed,13.47,0.79,0.19,0.12,0.32,0.2,346153.8461538461,0.6666666666666666,24.0,0,24
all,15000000.0,49.4,1.0,3.0,8.0,"москва, ул. южнобутовская, 44 (22 км до центра)",55.539171,37.535781,Улица Горчакова,5.0,12.1,косметический ремонт,монолитно-кирпичный,2001.0,3.05,не угловая,"пассажирский, грузовой",44,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12484709/,raw,0.42,geo_recomputed,24.21,5.19,0.29,0.12,0.02,0.39,303643.7246963563,0.375,25.0,1,8
all,15500000.0,24.1,0.0,19.0,33.0,"москва, ул. малая очаковская, 4ак1",55.669407,37.439311,Озёрная,8.0,6.0,евроремонт,монолитные,2024.0,2.62,не угловая,unknown,4ак1,двор,парковка во дворе,нет,https://msk.etagi.com/realty/12559199/,raw,0.64,geo_recomputed,14.38,0.71,0.18,0.9,1.15,0.24,643153.5269709543,0.5757575757575758,2.0,1,3
