source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link,address_source,metro_distance_km,metro_source,distance_to_center_km,distance_to_mkad_km,distance_to_school_km,distance_to_kindergarten_km,distance_to_clinic_km,distance_to_mall_km,price_per_m2,floor_ratio,house_age,has_metro_near,geo_generation_cluster,is_synthetic,generation_method,parent_geo_cluster
1k,18986587.01466334,37.64092725934575,1,4,22,"7 к2, Кременчугская улица, Давыдково, район Фили-Давыдково, Москва, Центральный федеральный округ, 121352, Россия",55.72161766984458,37.46353413373563,Славянский бульвар,12,8.928468468737943,современный ремонт,панельные,2022,2.68,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,есть,synthetic,geo,1.0,geo_recomputed,10.11,4.54,0.24,0.17,0.07,0.1,504413.3712181391,0.1818181818181818,4.0,1,0,1,geo_cluster_bootstrap_mixup_tail_v3,0
all,125906118.9346324,196.19913343451464,4,28,32,"5, улица Василия Ланового, Кинематографический квартал, Жилой комплекс ""Событие"", район Раменки, Москва, Центральный федеральный округ, 119607, Россия",55.69360209864008,37.477754416275104,Мичуринский проспект,8,41.16503925407152,ремонт по дизайн-проекту,монолитный железобетонный каркас,1996,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.7,geo_recomputed,10.82,3.99,0.68,0.87,0.39,0.62,641726.1724382491,0.875,30.0,1,0,1,geo_cluster_bootstrap_mixup_tail_v3,0
2k,94054861.58107749,84.74109757197319,2,5,12,"улица Сергея Бондарчука, Жилой комплекс «Река», Жилой комплекс ""Событие"", район Раменки, Москва, Центральный федеральный округ, 119607, Россия",55.69174346215702,37.48294008566731,Мичуринский проспект,4,26.334297437568303,без отделки,блоки железобетонные,2003,3.0,не угловая,unknown,,двор,"наземный паркинг, подземный паркинг, гостевой паркинг",нет,synthetic,geo,0.35,geo_recomputed,10.69,4.21,0.72,0.74,0.13,0.25,1109908.4656201657,0.4166666666666667,23.0,1,0,1,geo_cluster_bootstrap_mixup_tail_v3,0
2k,18470371.43392248,41.8554845943431,2,3,5,"22, улица Багрицкого, Можайский район, Москва, Центральный федеральный округ, 121374, Россия",55.71830513833512,37.43507160393827,Давыдково,13,5.919805409897061,косметический ремонт,панельные,2002,2.68,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,geo,1.09,geo_recomputed,11.91,2.9,0.06,0.15,0.29,0.5,441289.1551235034,0.6,24.0,1,0,1,geo_cluster_bootstrap_mixup_tail_v3,0
all,50001097.84212114,84.50088037205292,2,16,21,"5 к4, Гжатская улица, Можайский район, Москва, Центральный федеральный округ, 121471, Россия",55.713646311152864,37.43698159152692,Давыдково,11,44.24045773940434,ремонт по дизайн-проекту,монолитно-кирпичный,2024,2.68,угловая,"пассажирский, грузовой",,двор,"наземный паркинг, подземный паркинг, гостевой паркинг",есть,synthetic,geo,0.94,geo_recomputed,11.98,2.68,0.29,0.27,0.44,0.92,591722.8036201391,0.7619047619047619,2.0,1,0,1,geo_cluster_bootstrap_mixup_tail_v3,0
1k,6742103.155434033,38.90172558654904,1,14,14,"23, улица Красных Зорь, Можайский район, Москва, Центральный федеральный округ, 121374, Россия",55.724891656558455,37.43540591321714,Кунцевская,11,10.507084250792124,косметический ремонт,монолитно-заливные,1952,2.68,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,0.89,geo_recomputed,11.68,3.32,0.53,0.34,0.35,0.3,173311.15917812227,1.0,74.0,1,0,1,geo_cluster_bootstrap_mixup_tail_v3,0
4k,68305232.0914733,188.5520254730893,5,21,21,"Молодогвардейская улица, район Кунцево, Москва, Центральный федеральный округ, 121467, Россия",55.733507436492175,37.42782640480973,Рабочий Посёлок,13,20.06557385562777,евроремонт,монолитно-кирпичный,2008,2.64,не угловая,unknown,,двор,"подземный паркинг, наземный паркинг",нет,synthetic,geo,1.06,geo_recomputed,11.94,3.13,0.31,0.31,0.37,0.64,362261.990663272,1.0,18.0,1,0,1,geo_cluster_bootstrap_mixup_tail_v3,0
3k,51188895.8476559,103.88958181324128,3,11,66,"100 к3, улица Лобачевского, район Раменки, Москва, Центральный федеральный округ, 119454, Россия",55.68539772748135,37.482715953381366,Мичуринский проспект,4,16.179521345354875,требует ремонта / частичный ремонт,панельные,2007,3.0,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.36,geo_recomputed,11.16,3.92,0.17,0.19,0.16,0.13,492724.0533095648,0.1666666666666666,19.0,1,0,1,geo_cluster_bootstrap_mixup_tail_v3,0
2k,18244591.9612606,30.34010837277894,2,3,6,"4 к3, Кременчугская улица, Давыдково, район Фили-Давыдково, Москва, Центральный федеральный округ, 121108, Россия",55.72415791870748,37.458717536056746,Славянский бульвар,12,4.974563486416386,unknown,кирпичные,2002,2.68,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,0.97,geo_recomputed,10.3,4.47,0.43,0.2,0.2,0.13,601335.7545429731,0.5,24.0,1,0,1,geo_cluster_bootstrap_mixup_tail_v3,0
all,16412617.593478208,41.973084572026224,1,9,16,"Рябиновая улица, Можайский район, Москва, Центральный федеральный округ, 121471, Россия",55.71889973645632,37.42334761784045,Рабочий Посёлок,12,9.385961205391435,косметический ремонт,монолитные,2002,2.64,не угловая,пассажирский,,двор,наземный паркинг,нет,synthetic,geo,1.02,geo_recomputed,12.59,2.35,0.17,0.15,0.58,0.17,391027.1966148686,0.5625,24.0,1,0,1,geo_cluster_bootstrap_mixup_tail_v3,0
3k,62177367.608202666,130.1034939262603,3,45,65,"вл1 к1, проспект Генерала Дорохова, район Раменки, Москва, Центральный федеральный округ, 119501, Россия",55.70805696634344,37.49299865238369,Матвеевское,9,19.784603366542225,требует ремонта / частичный ремонт,монолитные,1985,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.77,geo_recomputed,9.11,5.38,0.39,0.37,0.56,0.47,477906.97798971774,0.6923076923076923,41.0,1,0,1,geo_cluster_bootstrap_mixup_tail_v3,0
all,44542804.29861945,62.147322523390905,2,22,29,"улица Алексея Свиридова, Давыдково, район Фили-Давыдково, Москва, Центральный федеральный округ, 121374, Россия",55.72684264649176,37.450745079896286,Кунцевская,6,18.009298767496983,ремонт по дизайн-проекту,монолитно-заливные,2020,2.7,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,0.49,geo_recomputed,10.7,4.26,0.48,0.42,0.42,0.07,716729.2570304136,0.7586206896551724,6.0,1,0,1,geo_cluster_bootstrap_mixup_tail_v3,0
all,20201920.53443508,35.281695978158915,1,25,32,"13 к1, Очаковское шоссе, район Очаково-Матвеевское, Москва, Центральный федеральный округ, 119530, Россия",55.69383600344891,37.45440695471559,Аминьевская,9,14.904096872456249,чистовая отделка,панельные,2002,2.8,не угловая,"пассажирский, грузовой, пассажирский и грузовой",,двор,подземный паркинг,нет,synthetic,geo,0.72,geo_recomputed,12.0,2.57,0.26,0.26,0.83,0.46,572589.2697148417,0.78125,24.0,1,0,1,geo_cluster_bootstrap_mixup_tail_v3,0
1k,18916110.6990324,40.759701365653285,1,14,15,"17, улица Вересаева, Можайский район, Москва, Центральный федеральный округ, 121357, Россия",55.7162981994386,37.44705749927697,Давыдково,4,9.214429137066986,с мебелью,кирпичные,1990,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.31,geo_recomputed,11.28,3.36,0.42,0.57,0.81,0.35,464088.5498482164,0.9333333333333332,36.0,1,0,1,geo_cluster_bootstrap_mixup_tail_v3,0
all,18577465.035950728,61.28740592275926,2,3,19,"ЦКС «Сколково», Сколковское шоссе, Можайский район, Москва, Центральный федеральный округ, 143085, Россия",55.70254399775987,37.390936410490504,Немчиновка,21,14.418026540093033,черновая отделка,монолитные,2002,2.73,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,1.78,geo_recomputed,15.11,0.35,0.77,0.77,0.59,0.59,303120.4332479657,0.1578947368421052,24.0,0,0,1,geo_cluster_bootstrap_mixup_tail_v3,0
all,124867643.73923396,190.0582796569919,4,29,30,"6 к3, улица Василия Ланового, Кинематографический квартал, Жилой комплекс ""Событие"", район Раменки, Москва, Центральный федеральный округ, 119607, Россия",55.69388702785805,37.47719362325372,Мичуринский проспект,9,38.76305217895906,ремонт по дизайн-проекту,монолитный железобетонный каркас,1977,2.65,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.75,geo_recomputed,10.82,3.96,0.68,0.84,0.43,0.66,656996.6010667311,0.9666666666666668,49.0,1,0,1,geo_cluster_bootstrap_mixup_tail_v3,0
all,33224635.30389032,79.13102979714019,3,7,31,"7 к1, Веерная улица, Жилой комплекс «Нежинский Ковчег», район Очаково-Матвеевское, Москва, Центральный федеральный округ, 119501, Россия",55.7093793593581,37.47431358814152,Матвеевское,9,6.9476184411799915,требует ремонта / частичный ремонт,панельные,1978,2.68,не угловая,unknown,,детская площадка,наземный паркинг,нет,synthetic,geo,0.72,geo_recomputed,10.05,4.36,0.16,0.33,0.43,0.18,419868.6076633248,0.2258064516129032,48.0,1,0,1,geo_cluster_bootstrap_mixup_tail_v3,0
