source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link,address_source,metro_distance_km,metro_source,distance_to_center_km,distance_to_mkad_km,distance_to_school_km,distance_to_kindergarten_km,distance_to_clinic_km,distance_to_mall_km,price_per_m2,floor_ratio,house_age,has_metro_near,geo_generation_cluster,is_synthetic,generation_method,parent_geo_cluster
1k,19944311.72273149,35.214973694950636,1.0,16.0,24.0,"12 с7, улица Генерала Дорохова, район Очаково-Матвеевское, Москва, Центральный федеральный округ, 119530, Россия",55.70315260019942,37.43724434880207,Давыдково,19,11.815953477220798,unknown,монолитные,2012.0,2.9099760103961505,не угловая,"пассажирский, грузовой",,двор,подземный паркинг,нет,synthetic,geo,1.62,geo_recomputed,12.43,2.0,1.41,0.94,1.5,1.14,566358.841994286,0.6666666666666666,14.0,0,0,1,geo_cluster_interpolation,0
all,24196744.134542696,39.92612950461607,1.0,4.0,12.0,"13А, Нежинская улица, Матвеевское, Жилой комплекс «Нежинский Ковчег», район Очаково-Матвеевское, Москва, Центральный федеральный округ, 119517, Россия",55.70817356040897,37.46931954951488,Матвеевское,11,9.616904926880917,косметический ремонт,панельные,1989.0,2.6393962519613763,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,geo,0.89,geo_recomputed,10.39,4.02,0.34,0.13,0.76,0.04,606037.8111969301,0.3333333333333333,37.0,1,0,1,geo_cluster_interpolation,0
all-ramenki,30111484.426440604,71.94488984541427,2.0,5.0,41.0,"estee clinic, улица Янковского, Жилой комплекс «Событие», Жилой комплекс ""Событие"", район Раменки, Москва, Центральный федеральный округ, 119517, Россия",55.69687867224405,37.47134625334111,Аминьевская,4,17.99966974314271,современный ремонт,монолитные,2022.0,2.709498656457171,не угловая,"пассажирский, грузовой",,двор,подземный паркинг,нет,synthetic,geo,0.35,geo_recomputed,10.93,3.69,0.79,0.35,0.7,0.53,418535.4163602197,0.1219512195121951,4.0,1,0,1,geo_cluster_interpolation,0
all,73551011.86389193,122.01306573624386,4.0,16.0,30.0,"4 к3, проезд Олимпийской Деревни, Олимпийская деревня, Тропарёво-Никулино, Москва, Центральный федеральный округ, 119602, Россия",55.675415230583795,37.4700316490818,Озёрная,17,17.282059363273337,ремонт по дизайн-проекту,монолитный железобетонный каркас,2021.0,2.6590873808689097,,unknown,,unknown,unknown,,synthetic,geo,1.43,geo_recomputed,12.49,2.75,0.29,0.23,0.42,0.04,602812.5874886829,0.5333333333333333,5.0,0,0,1,geo_cluster_interpolation,0
2k,25641214.887824453,50.37884470050262,2.0,8.0,14.0,"Аминьевские бани, улица Лобачевского, район Очаково-Матвеевское, Москва, Центральный федеральный округ, 119517, Россия",55.69211932978597,37.4661039961775,Аминьевская,7,10.139250940877972,чистовая отделка,монолитные,2002.0,2.6738309849773354,,unknown,,unknown,unknown,,synthetic,geo,0.58,geo_recomputed,11.5,3.25,0.31,0.42,0.12,0.37,508967.9019092043,0.5714285714285714,24.0,1,0,1,geo_cluster_interpolation,0
studio,17476269.829020172,31.557677345975105,1.0,12.0,29.0,"12 с2, Гродненская улица, Можайский район, Москва, Центральный федеральный округ, 121471, Россия",55.716999690338014,37.43179396692905,Давыдково,15,7.334456247916252,unknown,сборно-монолитный железобетонный каркас,2003.0,2.99761225272071,не угловая,грузовой,,двор,"наземный паркинг, подземный паркинг",нет,synthetic,geo,1.26,geo_recomputed,12.15,2.65,0.23,0.23,0.07,0.49,553788.2156986155,0.4137931034482758,23.0,1,0,1,geo_cluster_interpolation,0
all,22249035.23743334,64.60211579194656,3.0,1.0,6.0,"Мазиловская улица, район Фили-Давыдково, Москва, Центральный федеральный округ, 121433, Россия",55.7357978935517,37.46870591466677,Пионерская,2,8.825121268221098,требует ремонта / частичный ремонт,кирпично-панельные,2002.0,2.718591603935208,не угловая,unknown,,парковка,наземный паркинг,нет,synthetic,geo,0.13,geo_recomputed,9.37,5.67,0.34,0.26,0.2,0.05,344401.0302864872,0.1666666666666666,24.0,1,0,1,geo_cluster_interpolation,0
all,52970854.22747172,98.71682051914271,3.0,24.0,32.0,"128 с1, улица Лобачевского, Кинематографический квартал, Жилой комплекс ""Событие"", район Раменки, Москва, Центральный федеральный округ, 119517, Россия",55.69955616881129,37.47925465774223,Матвеевское,7,15.154072125703264,черновая отделка,сборно-монолитный железобетон,2002.0,2.685685661718714,,unknown,,unknown,unknown,,synthetic,geo,0.6,geo_recomputed,10.35,4.25,0.81,0.65,0.57,0.58,536594.0064611365,0.75,24.0,1,0,1,geo_cluster_interpolation,0
2k,40397637.15360529,70.04308869047868,2.0,20.0,37.0,"Кременчугская улица, Давыдково, район Фили-Давыдково, Москва, Центральный федеральный округ, 119517, Россия",55.71053455793368,37.45796559909712,Давыдково,8,9.886068538730417,unknown,панельные,2005.0,2.640296977813572,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,есть,synthetic,geo,0.66,geo_recomputed,10.9,3.54,0.22,0.33,1.0,0.39,576754.0796512126,0.5405405405405406,21.0,1,0,1,geo_cluster_interpolation,0
all,20476009.025200732,46.2446658302136,2.0,4.0,13.0,"32 к3, Веерная улица, Матвеевское, Жилой комплекс «Нежинский Ковчег», район Очаково-Матвеевское, Москва, Центральный федеральный округ, 119501, Россия",55.71164552000363,37.4807116120889,Матвеевское,9,7.240248037309292,косметический ремонт,панельные,2002.0,2.553367669643546,не угловая,пассажирский,,двор,наземный паркинг,нет,synthetic,geo,0.78,geo_recomputed,9.57,4.84,0.27,0.14,0.14,0.4,442775.58627795056,0.3076923076923077,24.0,1,0,1,geo_cluster_interpolation,0
2k,24473104.088363633,36.64091764870353,2.0,4.0,6.0,"Кременчугская улица, Давыдково, район Фили-Давыдково, Москва, Центральный федеральный округ, 119517, Россия",55.71938381883471,37.46207075014978,Давыдково,10,9.283809162750384,unknown,кирпичные,1965.0,2.6515638336917986,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,0.8,geo_recomputed,10.28,4.32,0.16,0.24,0.22,0.34,667917.3355591319,0.6666666666666666,61.0,1,0,1,geo_cluster_interpolation,0
all,28464014.60715352,56.627605068458735,2.0,13.0,16.0,"Раменский бульвар, район Раменки, Москва, Центральный федеральный округ, 119192, Россия",55.69879461090562,37.50073361833983,Раменки,5,7.074863217939873,unknown,арболитовые,1988.0,2.655565565316204,не угловая,пассажирский,,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,0.4,geo_recomputed,9.33,5.53,0.46,0.32,0.15,0.15,502652.6298038307,0.8125,38.0,1,0,1,geo_cluster_interpolation,0
all,31796692.54829036,53.376281676365615,2.0,2.0,13.0,"вл9, Староволынская улица, Жилой комплекс «Нежинский Ковчег», район Очаково-Матвеевское, Москва, Центральный федеральный округ, 121352, Россия",55.71779226066611,37.48792014330133,Минская,14,6.464648684403941,требует ремонта / частичный ремонт,монолитные,1990.0,2.9223175256230953,не угловая,"грузовой, пассажирский",,двор,наземный паркинг,нет,synthetic,geo,1.16,geo_recomputed,8.86,5.56,0.58,0.65,0.49,0.89,595708.2724698217,0.1538461538461538,36.0,1,0,1,geo_cluster_interpolation,0
4k,41921628.93096576,97.9079930270916,4.0,12.0,24.0,"Кебаб, 38, Мичуринский проспект, район Раменки, Москва, Центральный федеральный округ, 119607, Россия",55.69612281076376,37.49570307736459,Раменки,7,13.597250614375168,евроремонт,панельные,2003.0,2.7591311712188387,угловая,грузовой,,двор,наземный паркинг,есть,synthetic,geo,0.58,geo_recomputed,9.76,5.13,0.28,0.14,0.14,0.19,428173.7132469445,0.5,23.0,1,0,1,geo_cluster_interpolation,0
all,46385119.01615651,78.191481766779,2.0,25.0,46.0,"Мята Platinum, 5, улица Василия Ланового, Кинематографический квартал, Жилой комплекс ""Событие"", район Раменки, Москва, Центральный федеральный округ, 119607, Россия",55.69418778026288,37.47792842480036,Мичуринский проспект,9,8.737163217290007,без отделки,монолитные,2001.0,2.675332962233312,не угловая,unknown,,двор,подземный паркинг,нет,synthetic,geo,0.75,geo_recomputed,10.77,4.02,0.73,0.83,0.4,0.64,593224.7089844001,0.5434782608695652,25.0,1,0,1,geo_cluster_interpolation,0
4k,59809873.066427946,93.14889065606984,4.0,10.0,28.0,"Школа № 1317. Дошкольное отделение, Никулинский проезд, Олимпийская деревня, Тропарёво-Никулино, Москва, Центральный федеральный округ, 119602, Россия",55.67207839358223,37.46894707019711,Озёрная,15,11.258384202531383,современный ремонт,монолитные,2017.0,2.6451473234491973,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,1.25,geo_recomputed,12.8,2.52,0.12,0.15,0.31,0.37,642088.9464723923,0.3571428571428571,9.0,1,0,1,geo_cluster_interpolation,0
